Product Sub-Category,Product Container,Continent,Customer Segment,Product Category,Ship Mode,Order Quantity,Profit,Sales,City,Country / Region,State or Province,Shipping Cost
Computer Peripherals,Small Box,North America,Corporate,Technology,Express Air,5,-39,155,Hammond,United States of America,Indiana,7
Computer Peripherals,Small Box,North America,Corporate,Technology,Express Air,19,-78,588,Seattle,United States of America,Washington,7
Telephones and Communication,Small Box,Asia,Small Business,Technology,Regular Air,22,8,1302,Lahore,Pakistan,Punjab,5
Copiers and Fax,Jumbo Drum,North America,Corporate,Technology,Delivery Truck,12,-274,5774,Wheeling,United States of America,Illinois,49
Copiers and Fax,Jumbo Drum,Asia,Corporate,Technology,Delivery Truck,46,411,22132,Guangzhou,China,Guangdong Sheng,49
Computer Peripherals,Small Box,North America,Consumer,Technology,Regular Air,4,-100,66,Lewiston,United States of America,Maine,4
Storage & Organization,Small Box,North America,Home Office,Office Supplies,Regular Air,7,856,1240,Lakewood,United States of America,Ohio,20
Storage & Organization,Small Box,Asia,Home Office,Office Supplies,Regular Air,30,3967,5316,Manila,Philippines,Région Capitale Nationale,20
Tables,Jumbo Box,North America,Consumer,Furniture,Delivery Truck,6,-334,896,Wentzville,United States of America,Missouri,80
Tables,Jumbo Box,Asia,Consumer,Furniture,Delivery Truck,24,501,3582,Busan,Republic of Korea,Busan,80
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,4,-125,424,Lakewood,United States of America,Ohio,8
Office Furnishings,Large Box,North America,Home Office,Furniture,Regular Air,1,-96,146,Palatine,United States of America,Illinois,24
Office Furnishings,Small Pack,North America,Home Office,Furniture,Regular Air,13,-41,24,Hurst,United States of America,Texas,4
Office Furnishings,Large Box,Asia,Home Office,Furniture,Regular Air,4,145,583,Beijing,China,Beijing,24
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,20,411,596,Wentzville,United States of America,Missouri,6
Binders and Binder Accessories,Small Box,Asia,Consumer,Office Supplies,Regular Air,80,1836,2384,Busan,Republic of Korea,Busan,6
Computer Peripherals,Small Box,Europe,Consumer,Technology,Regular Air,17,-100,282,Paris,France,Île-de-France,4
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,7,302,1201,Burton,United States of America,Michigan,9
Telephones and Communication,Small Box,South America,Corporate,Technology,Regular Air,30,1357,5146,BogotÃ¡,Colombia,Bogotá D.C.,9
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,2,-246,215,Wentzville,United States of America,Missouri,6
Office Furnishings,Medium Box,North America,Home Office,Furniture,Regular Air,16,-724,1380,Roseville,United States of America,Michigan,56
Office Furnishings,Medium Box,North America,Home Office,Furniture,Regular Air,63,-1927,5435,Miami,United States of America,Florida,56
Binders and Binder Accessories,Small Box,South America,Small Business,Office Supplies,Regular Air,7,22,201,Rio de Janeiro,Brazil,Rio de Janeiro,13
Copiers and Fax,Jumbo Drum,Europe,Corporate,Technology,Delivery Truck,30,2418,12776,Warsaw,Poland,Mazowieckie,49
Bookcases,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,8,-228,1075,Royal Oak,United States of America,Michigan,36
Tables,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,21,-880,4291,Roseville,United States of America,Michigan,70
Bookcases,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,31,-606,4167,Miami,United States of America,Florida,36
Paper,Small Box,Asia,Consumer,Office Supplies,Regular Air,34,173,1090,Tokyo,Japan,Tokyo,5
Office Furnishings,Wrap Bag,North America,Home Office,Furniture,Regular Air,2,22,31,Reno,United States of America,Nevada,5
Tables,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,83,-2342,16959,Miami,United States of America,Florida,70
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,21,248,431,Bergenfield,United States of America,New Jersey,9
Paper,Small Box,Europe,Corporate,Office Supplies,Regular Air,85,1117,1746,Warsaw,Poland,Mazowieckie,9
Binders and Binder Accessories,Small Box,Asia,Home Office,Office Supplies,Express Air,63,125,994,Shanghai,China,Shanghai Shi,13
Pens & Art Supplies,Wrap Bag,Asia,Home Office,Office Supplies,Express Air,9,15,38,Changchun,China,Jilin Sheng,1
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Express Air,16,-190,252,Jackson,United States of America,Mississippi,13
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Express Air,2,3,9,Tigard,United States of America,Oregon,1
Paper,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,1,4306,6,Jackson,United States of America,Mississippi,1
Pens & Art Supplies,Small Pack,North America,Home Office,Office Supplies,Regular Air,19,-92,207,Tigard,United States of America,Oregon,8
Paper,Small Box,South America,Small Business,Office Supplies,Regular Air,28,50,128,Buenos Aires,Argentina,Province de Buenos Aires,7
Appliances,Jumbo Drum,South America,Small Business,Office Supplies,Delivery Truck,20,-550,1351,Sao Paulo,Brazil,São Paulo,60
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,7,-5,32,Bessemer,United States of America,Alabama,7
Bookcases,Jumbo Box,South America,Small Business,Furniture,Delivery Truck,6,194,1073,Buenos Aires,Argentina,Province de Buenos Aires,66
Bookcases,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,1,3914,179,Birmingham,United States of America,Alabama,66
Telephones and Communication,Small Box,Asia,Corporate,Technology,Regular Air,44,2476,4276,Guangzhou,China,Guangdong Sheng,6
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,11,-758,1069,Charleston,United States of America,South Carolina,6
Telephones and Communication,Medium Box,South America,Small Business,Technology,Regular Air,43,29,733,Buenos Aires,Argentina,Province de Buenos Aires,5
Telephones and Communication,Medium Box,North America,Small Business,Technology,Regular Air,11,71,187,Birmingham,United States of America,Alabama,5
Telephones and Communication,Small Box,Europe,Home Office,Technology,Regular Air,87,6884,8940,Rome,Italy,Lazio,9
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,22,1560,2261,Pasadena,United States of America,California,9
Telephones and Communication,Small Box,North America,Corporate,Technology,Express Air,20,2,2180,Slidell,United States of America,Louisiana,8
Appliances,Jumbo Drum,North America,Small Business,Office Supplies,Delivery Truck,5,-550,338,Coachella,United States of America,California,60
Computer Peripherals,Small Pack,Asia,Home Office,Technology,Regular Air,46,1016,1319,Jakarta,Indonesia,Jakarta,2
Computer Peripherals,Small Pack,North America,Home Office,Technology,Regular Air,12,4230,344,Fairfax,United States of America,Virginia,2
Telephones and Communication,Medium Box,Europe,Home Office,Technology,Regular Air,7,35,54,Rome,Italy,Lazio,5
Telephones and Communication,Medium Box,North America,Home Office,Technology,Regular Air,2,-23,16,Pasadena,United States of America,California,5
Pens & Art Supplies,Small Pack,North America,Corporate,Office Supplies,Regular Air,8,-16,100,Rotterdam,United States of America,New York,6
Pens & Art Supplies,Small Pack,North America,Corporate,Office Supplies,Regular Air,31,-32,389,New York City,United States of America,New York,6
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,3,-279,483,Rotterdam,United States of America,New York,4
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,13,-558,2092,New York City,United States of America,New York,4
Pens & Art Supplies,Wrap Bag,Asia,Home Office,Office Supplies,Regular Air,63,1761,2438,Beijing,China,Beijing,14
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,16,391,619,Long Beach,United States of America,California,14
Office Furnishings,Wrap Bag,Africa,Corporate,Furniture,Regular Air,11,19,82,Johannesburg,South Africa,Gauteng,4
Rubber Bands,Wrap Bag,Asia,Small Business,Office Supplies,Regular Air,63,181,235,Seoul,Republic of Korea,Soul,1
Storage & Organization,Jumbo Drum,North America,Home Office,Office Supplies,Delivery Truck,3,-142,86,Brunswick,United States of America,Maine,53
Storage & Organization,Jumbo Drum,Africa,Home Office,Office Supplies,Delivery Truck,13,213,374,Casablanca,Morocco,Région du Grand Casablanca,53
Binders and Binder Accessories,Small Box,South America,Consumer,Office Supplies,Regular Air,44,26,1098,Rio de Janeiro,Brazil,Rio de Janeiro,13
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,11,-16,275,Atlanta,United States of America,Georgia,13
Office Furnishings,Small Pack,North America,Consumer,Furniture,Regular Air,20,148,273,Blaine,United States of America,Minnesota,5
Office Furnishings,Small Pack,Asia,Consumer,Furniture,Regular Air,80,664,1090,Delhi,India,National Capital Territory of Delhi,5
Storage & Organization,Small Box,North America,Consumer,Office Supplies,Regular Air,6,660,957,Franklin Park,United States of America,Illinois,7
Storage & Organization,Small Box,Asia,Consumer,Office Supplies,Regular Air,26,3192,4145,Jalandhar,India,Punjab,7
Pens & Art Supplies,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,16,51,92,Leawood,United States of America,Kansas,1
Office Furnishings,Wrap Bag,North America,Corporate,Furniture,Regular Air,3,-167,22,Marietta,United States of America,Georgia,4
Pens & Art Supplies,Wrap Bag,Africa,Corporate,Office Supplies,Regular Air,63,228,362,Nairobi,Kenya,Nairobi Prov,1
Paper,Small Box,North America,Home Office,Office Supplies,Regular Air,10,-46,74,Auburn,United States of America,Maine,9
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,15,-28,99,Hudson,United States of America,New Hampshire,5
Paper,Small Box,Africa,Home Office,Office Supplies,Regular Air,39,68,287,Casablanca,Morocco,Région du Grand Casablanca,9
Binders and Binder Accessories,Small Box,Africa,Home Office,Office Supplies,Regular Air,61,41,401,Casablanca,Morocco,Région du Grand Casablanca,5
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,8,187,451,Mount Vernon,United States of America,New York,3
Storage & Organization,Small Box,Asia,Small Business,Office Supplies,Express Air,26,53,389,Seoul,Republic of Korea,Soul,5
Storage & Organization,Small Box,North America,Small Business,Office Supplies,Express Air,6,102,90,Dalton,United States of America,Georgia,5
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,6,-466,447,Owatonna,United States of America,Minnesota,89
Tables,Jumbo Box,Asia,Corporate,Furniture,Delivery Truck,26,698,1935,Jalandhar,India,Punjab,89
Pens & Art Supplies,Small Pack,North America,Small Business,Office Supplies,Regular Air,4,-52,84,Coachella,United States of America,California,9
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,44,452,903,Jalandhar,India,Punjab,9
Paper,Small Box,South America,Corporate,Office Supplies,Regular Air,46,109,310,Rio de Janeiro,Brazil,Rio de Janeiro,10
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,12,-30,81,Orlando,United States of America,Florida,10
Appliances,Jumbo Drum,South America,Corporate,Office Supplies,Delivery Truck,93,5252,16851,Rio de Janeiro,Brazil,Rio de Janeiro,55
Computer Peripherals,Small Pack,South America,Corporate,Technology,Express Air,76,11,682,Rio de Janeiro,Brazil,Rio de Janeiro,2
Computer Peripherals,Small Pack,North America,Corporate,Technology,Express Air,19,-1075,171,Orlando,United States of America,Florida,2
Paper,Wrap Bag,South America,Corporate,Office Supplies,Regular Air,6,4,29,Rio de Janeiro,Brazil,Rio de Janeiro,2
Envelopes,Small Box,North America,Corporate,Office Supplies,Regular Air,19,59,205,Richfield,United States of America,Minnesota,5
Envelopes,Small Box,South America,Corporate,Office Supplies,Regular Air,74,263,797,Sao Paulo,Brazil,São Paulo,5
Envelopes,Small Box,North America,Home Office,Office Supplies,Regular Air,2,9,21,Troy,United States of America,New York,1
Paper,Small Box,North America,Home Office,Office Supplies,Regular Air,10,-90,57,Camp Springs,United States of America,Maryland,5
Envelopes,Small Box,Africa,Home Office,Office Supplies,Regular Air,9,38,97,Cairo,Egypt,Al Qahirah,1
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,10,355,515,Santa Clara,United States of America,California,5
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,41,470,2110,Seattle,United States of America,Washington,5
Computer Peripherals,Small Box,North America,Small Business,Technology,Regular Air,6,376,587,Bloomington,United States of America,Indiana,7
Computer Peripherals,Small Box,Asia,Small Business,Technology,Regular Air,24,1691,2350,Seoul,Republic of Korea,Soul,7
Pens & Art Supplies,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,21,66,122,Brookings,United States of America,South Dakota,2
Paper,Small Box,North America,Small Business,Office Supplies,Express Air,12,-47,79,Bloomington,United States of America,Indiana,7
Paper,Small Box,Asia,Small Business,Office Supplies,Express Air,46,71,304,Seoul,Republic of Korea,Soul,7
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,21,-212,2700,Santa Clara,United States of America,California,30
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,83,-424,10671,Seattle,United States of America,Washington,30
Computer Peripherals,Small Pack,North America,Home Office,Technology,Express Air,10,-41,89,Parkersburg,United States of America,West Virginia,3
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,16,1021,1480,Santa Clara,United States of America,California,4
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,65,727,6014,Seattle,United States of America,Washington,4
Pens & Art Supplies,Wrap Bag,South America,Home Office,Office Supplies,Regular Air,39,26,87,Porto Alegre,Brazil,Rio Grande do Sul,1
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,10,6,22,Redwood City,United States of America,California,1
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,4,49,112,Boston,United States of America,Massachusetts,14
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,1,19,28,Moreno Valley,United States of America,California,14
Paper,Small Box,Africa,Small Business,Office Supplies,Regular Air,48,270,552,Lagos,Nigeria,Lagos State,5
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,12,60,138,Portland,United States of America,Oregon,5
Envelopes,Small Box,Asia,Small Business,Office Supplies,Regular Air,72,9316,12099,Jakarta,Indonesia,Jakarta,20
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,46,286,2744,Boston,United States of America,Massachusetts,6
Computer Peripherals,Small Pack,Africa,Home Office,Technology,Express Air,38,-41,337,Lagos,Nigeria,Lagos State,3
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,12,430,716,Morgan Hill,United States of America,California,6
Paper,Small Box,Asia,Home Office,Office Supplies,Regular Air,17,-100,82,Busan,Republic of Korea,Busan,7
